,class,Variable,SHAP,abs_SHAP
0,1,crtn1,5.8303141593933105,5.8303141593933105
1,1,egfr1,-0.18104377388954163,0.18104377388954163
2,1,ast1,-0.17163582146167755,0.17163582146167755
3,1,gamma_gtp1,-0.12862542271614075,0.12862542271614075
4,1,weight,-0.11709685623645782,0.11709685623645782
5,1,sbp1,-0.04535801336169243,0.04535801336169243
6,1,fbs1,-0.03878473863005638,0.03878473863005638
7,1,height,0.027768751606345177,0.027768751606345177
8,1,bmi1,-0.024224143475294113,0.024224143475294113
9,1,dbp1,-0.022222843021154404,0.022222843021154404
10,1,htn_med,0.01395957637578249,0.01395957637578249
11,1,wc1,-0.01197325810790062,0.01197325810790062
12,1,ldl1,-0.009925024583935738,0.009925024583935738
13,1,tc1,-0.008681087754666805,0.008681087754666805
14,1,hgb1,-0.007856388576328754,0.007856388576328754
15,1,vcl1,-0.006994092836976051,0.006994092836976051
16,1,alt1,-0.006792294792830944,0.006792294792830944
17,1,gender,0.006601621396839619,0.006601621396839619
18,1,vcr1,0.004817602690309286,0.004817602690309286
19,1,dm_med,0.0010104184038937092,0.0010104184038937092
20,1,dld_med,0.0,0.0
